name,team,team name,division,year,qualified
Tanner Smith,PRES,Presbyterian College,1,2022,False
William Farrar,PRES,Presbyterian College,1,2022,False
Andrew DAlessio,PRIN,Princeton University,1,2022,True
Caden MacDonald,PRIN,Princeton University,1,2022,False
Caden Shapiro,PRIN,Princeton University,1,2022,False
Eric Hoefer,PRIN,Princeton University,1,2022,False
Jackson Emus,PRIN,Princeton University,1,2022,True
Jason Ramirez,PRIN,Princeton University,1,2022,False
Keith Gabrielson,PRIN,Princeton University,1,2022,False
Matt Scannell,PRIN,Princeton University,1,2022,False
Max Zdimal,PRIN,Princeton University,1,2022,False
Patrick Jarvis,PRIN,Princeton University,1,2022,False
Reece Rabin,PRIN,Princeton University,1,2022,True
Richard Ferrer-Westrop,PRIN,Princeton University,1,2022,False
Tom Chmielewski,PRIN,Princeton University,1,2022,True
Anthony Steele,PSU,Penn State University,1,2022,False
Ben DeMell,PSU,Penn State University,1,2022,False
Blaise Sclafani,PSU,Penn State University,1,2022,False
Carson Ertter,PSU,Penn State University,1,2022,False
Carson Kohls,PSU,Penn State University,1,2022,False
Chad Rogers,PSU,Penn State University,1,2022,False
Chase Renner,PSU,Penn State University,1,2022,False
Derek Cease,PSU,Penn State University,1,2022,False
Jaden Henline,PSU,Penn State University,1,2022,True
Jordan Morales,PSU,Penn State University,1,2022,False
Kellan Tulio,PSU,Penn State University,1,2022,False
Mason Mellott,PSU,Penn State University,1,2022,False
Patrick DeMarco,PSU,Penn State University,1,2022,False
Ryan Partridge,PSU,Penn State University,1,2022,False
Seneca Gregory,PSU,Penn State University,1,2022,False
Steven Miller,PSU,Penn State University,1,2022,False
Tanner Folds,PSU,Penn State University,1,2022,False
Tommy Molsky,PSU,Penn State University,1,2022,True
Travis Luensmann,PSU,Penn State University,1,2022,True
Tyler Shingledecker,PSU,Penn State University,1,2022,True
CJ Backer,PUR,Purdue University,1,2022,True
Carter Doorn,PUR,Purdue University,1,2022,False
Eric Hildebrand,PUR,Purdue University,1,2022,False
Griffin Lohman,PUR,Purdue University,1,2022,False
Jackson Smeltz,PUR,Purdue University,1,2022,True
Jett Jackson,PUR,Purdue University,1,2022,False
Joe Whitman,PUR,Purdue University,1,2022,False
Khal Stephen,PUR,Purdue University,1,2022,False
Kyle Wade,PUR,Purdue University,1,2022,False
Landon Weins,PUR,Purdue University,1,2022,True
Logan Danzeisen,PUR,Purdue University,1,2022,False
Nolan Daniel,PUR,Purdue University,1,2022,False
Ricky Castro,PUR,Purdue University,1,2022,False
Troy Wansing,PUR,Purdue University,1,2022,True
Wyatt Wendell,PUR,Purdue University,1,2022,True
Anthony Larzabal,PV,Prairie View A&M University,1,2022,False
Derrick Curry,PV,Prairie View A&M University,1,2022,False
Devin Aguado,PV,Prairie View A&M University,1,2022,False
Joshua Larzabal,PV,Prairie View A&M University,1,2022,True
Justin Maxcey,PV,Prairie View A&M University,1,2022,False
Lorenzo Hardit,PV,Prairie View A&M University,1,2022,False
Matthew Krall,PV,Prairie View A&M University,1,2022,True
Matthew Sandoval,PV,Prairie View A&M University,1,2022,False
Michael Dews,PV,Prairie View A&M University,1,2022,False
Omar Boyd,PV,Prairie View A&M University,1,2022,False
Robbie Maldonado,PV,Prairie View A&M University,1,2022,True
Samuel Denker,PV,Prairie View A&M University,1,2022,False
Ty Tubbs,PV,Prairie View A&M University,1,2022,False
Victor Mendoza,PV,Prairie View A&M University,1,2022,True
Zachary Dews,PV,Prairie View A&M University,1,2022,False
Andrew Cubberly,QUIN,Quinnipiac University,1,2022,False
Anthony Ambrosino,QUIN,Quinnipiac University,1,2022,False
Anthony Donofrio,QUIN,Quinnipiac University,1,2022,False
Brandyn Garcia,QUIN,Quinnipiac University,1,2022,True
Carter Poiry,QUIN,Quinnipiac University,1,2022,False
Chris Mazza,QUIN,Quinnipiac University,1,2022,False
Derek Goldrick,QUIN,Quinnipiac University,1,2022,False
Gabriel Romano,QUIN,Quinnipiac University,1,2022,True
Jake Scurrah,QUIN,Quinnipiac University,1,2022,False
Jimmy Hagan,QUIN,Quinnipiac University,1,2022,False
Kevin Seitter,QUIN,Quinnipiac University,1,2022,True
Mason Ulsh,QUIN,Quinnipiac University,1,2022,False
Matt DeLuca,QUIN,Quinnipiac University,1,2022,False
Ryan Hutchinson,QUIN,Quinnipiac University,1,2022,False
Tate Copeland,QUIN,Quinnipiac University,1,2022,False
Alex Jankowski,RAD,Radford University,1,2022,False
Alex Perkins,RAD,Radford University,1,2022,False
Brandon Feathers,RAD,Radford University,1,2022,False
Derek Domecq,RAD,Radford University,1,2022,False
Foster Seitz,RAD,Radford University,1,2022,False
Gannon Kadlecik,RAD,Radford University,1,2022,False
Gene McGough,RAD,Radford University,1,2022,False
Jackson VanTassell,RAD,Radford University,1,2022,False
John Holobetz,RAD,Radford University,1,2022,True
Johnny Maynard,RAD,Radford University,1,2022,False
Landon Higgerson,RAD,Radford University,1,2022,False
Luke VonGoedert,RAD,Radford University,1,2022,False
Peyton Reesman,RAD,Radford University,1,2022,True
Storm Mace,RAD,Radford University,1,2022,False
Ty Burton,RAD,Radford University,1,2022,False
Will Hunt,RAD,Radford University,1,2022,False
William Flanagan,RAD,Radford University,1,2022,False
Zach Davidson,RAD,Radford University,1,2022,True
Albert Baez,RGV,University of Texas–Rio Grande Valley,1,2022,False
Alec Cruz,RGV,University of Texas–Rio Grande Valley,1,2022,False
Alex Verdugo,RGV,University of Texas–Rio Grande Valley,1,2022,False
Angelo Cabral,RGV,University of Texas–Rio Grande Valley,1,2022,False
Chase Bridges,RGV,University of Texas–Rio Grande Valley,1,2022,False
Colten Davis,RGV,University of Texas–Rio Grande Valley,1,2022,True
Deryk Serbantez,RGV,University of Texas–Rio Grande Valley,1,2022,False
Diego Escobedo,RGV,University of Texas–Rio Grande Valley,1,2022,False
Hunter Rosenbaum,RGV,University of Texas–Rio Grande Valley,1,2022,False
J.C. Ariza,RGV,University of Texas–Rio Grande Valley,1,2022,False
Jesus Aldaz,RGV,University of Texas–Rio Grande Valley,1,2022,True
Justin Butz,RGV,University of Texas–Rio Grande Valley,1,2022,False
Kevin Stevens,RGV,University of Texas–Rio Grande Valley,1,2022,True
Max Balderrama Jr.,RGV,University of Texas–Rio Grande Valley,1,2022,False
Randy Garza,RGV,University of Texas–Rio Grande Valley,1,2022,False
Ricky Gerik Jr.,RGV,University of Texas–Rio Grande Valley,1,2022,True
Tyler Kisner,RGV,University of Texas–Rio Grande Valley,1,2022,False
Zach De Leon,RGV,University of Texas–Rio Grande Valley,1,2022,False
Zach Tjelmeland,RGV,University of Texas–Rio Grande Valley,1,2022,False
Alex DeLeon,RICE,Rice University,1,2022,True
Blake Brogdon,RICE,Rice University,1,2022,False
Brandon Deskins,RICE,Rice University,1,2022,False
Caleb Matthews,RICE,Rice University,1,2022,False
Cooper Chandler,RICE,Rice University,1,2022,True
Cristian Cienfuegos,RICE,Rice University,1,2022,False
Dalton Wood,RICE,Rice University,1,2022,False
David Shaw,RICE,Rice University,1,2022,False
Drake Greenwood,RICE,Rice University,1,2022,False
Garret Zaskoda,RICE,Rice University,1,2022,False
Mark Perkins,RICE,Rice University,1,2022,False
Matthew Linskey,RICE,Rice University,1,2022,False
Micah Davis,RICE,Rice University,1,2022,False
Parker Smith,RICE,Rice University,1,2022,False
Reed Gallant,RICE,Rice University,1,2022,False
Roel Garcia III,RICE,Rice University,1,2022,True
Thomas Burbank,RICE,Rice University,1,2022,False
Tom Vincent,RICE,Rice University,1,2022,False
Trey Clucas,RICE,Rice University,1,2022,False
Alden Mathes,RICH,University of Richmond,1,2022,False
Antonio Balducci,RICH,University of Richmond,1,2022,False
Brenden Argomaniz,RICH,University of Richmond,1,2022,True
Brian Reinke,RICH,University of Richmond,1,2022,False
Brock Weirather,RICH,University of Richmond,1,2022,True
Cole Hentschel,RICH,University of Richmond,1,2022,False
Dane Armson,RICH,University of Richmond,1,2022,False
Eli Kimbell,RICH,University of Richmond,1,2022,False
Eli Larson,RICH,University of Richmond,1,2022,False
Esteban Rodriguez,RICH,University of Richmond,1,2022,False
Harrison Clifton,RICH,University of Richmond,1,2022,False
Jack Buckley,RICH,University of Richmond,1,2022,False
Jacob Marcus,RICH,University of Richmond,1,2022,False
Jake Michel,RICH,University of Richmond,1,2022,False
Jeremy Neff,RICH,University of Richmond,1,2022,True
Jesse Heikkinen,RICH,University of Richmond,1,2022,False
Josh Willitts,RICH,University of Richmond,1,2022,False
Matthew Anderson,RICH,University of Richmond,1,2022,False
Matthew Haines,RICH,University of Richmond,1,2022,False
Rob Ready,RICH,University of Richmond,1,2022,False
Vincent Corso,RICH,University of Richmond,1,2022,False
Winston Allen,RICH,University of Richmond,1,2022,False
Alec Sachais,RID,Rhode Island College,1,2022,False
Brian Young,RID,Rhode Island College,1,2022,False
Cal Stalzer,RID,Rhode Island College,1,2022,False
Colin Eiser,RID,Rhode Island College,1,2022,False
Danny Kirwin,RID,Rhode Island College,1,2022,True
Dylan Heine,RID,Rhode Island College,1,2022,False
Frank DelGuercio,RID,Rhode Island College,1,2022,False
Frank Doelling,RID,Rhode Island College,1,2022,True
Joe Papeo,RID,Rhode Island College,1,2022,True
Kenny Quijano,RID,Rhode Island College,1,2022,False
Kyle Smith,RID,Rhode Island College,1,2022,True
Luke Lesch,RID,Rhode Island College,1,2022,False
Vincent Vitacco,RID,Rhode Island College,1,2022,True
Ben Gorski,RUTG,Rutgers University,1,2022,False
Brian Fitzpatrick,RUTG,Rutgers University,1,2022,False
Dale Stanavich,RUTG,Rutgers University,1,2022,False
Garrett French,RUTG,Rutgers University,1,2022,False
Jared Bellissimo,RUTG,Rutgers University,1,2022,False
Jared Kollar,RUTG,Rutgers University,1,2022,True
Jayson Hoopes,RUTG,Rutgers University,1,2022,False
Joe Mazza,RUTG,Rutgers University,1,2022,False
Justin Sinibaldi,RUTG,Rutgers University,1,2022,False
Kyle Muller,RUTG,Rutgers University,1,2022,False
Matt Rowe,RUTG,Rutgers University,1,2022,False
Nate McLain,RUTG,Rutgers University,1,2022,False
Nathan Florence,RUTG,Rutgers University,1,2022,True
Parker Scott,RUTG,Rutgers University,1,2022,False
Sam Bello,RUTG,Rutgers University,1,2022,False
Sam Portnoy,RUTG,Rutgers University,1,2022,False
Wyatt Parliament,RUTG,Rutgers University,1,2022,False
Brady Rodriguez,SAC,Sacramento State University,1,2022,False
Brock Jessup,SAC,Sacramento State University,1,2022,False
Colin Hunter,SAC,Sacramento State University,1,2022,True
Dylan McPhillips,SAC,Sacramento State University,1,2022,False
Eli Saul,SAC,Sacramento State University,1,2022,True
Jack Nilsson,SAC,Sacramento State University,1,2022,False
Jack Zalasky,SAC,Sacramento State University,1,2022,True
Kevin Haynes,SAC,Sacramento State University,1,2022,True
Max Pettey,SAC,Sacramento State University,1,2022,False
Myles Meyer,SAC,Sacramento State University,1,2022,False
Noah Lucchesi,SAC,Sacramento State University,1,2022,False
Noah Takacs,SAC,Sacramento State University,1,2022,True
Ryan Fleming,SAC,Sacramento State University,1,2022,False
Trey Goodrich,SAC,Sacramento State University,1,2022,False
Tyler Stewart,SAC,Sacramento State University,1,2022,False
Wesley Harper,SAC,Sacramento State University,1,2022,False
Alex Goff,SAM,Sam Houston State University,1,2022,False
Blake Bortak,SAM,Sam Houston State University,1,2022,False
Brody Westbrooks,SAM,Sam Houston State University,1,2022,True
Carson Hobbs,SAM,Sam Houston State University,1,2022,False
Cole Fryman,SAM,Sam Houston State University,1,2022,False
Colin Ahearn,SAM,Sam Houston State University,1,2022,False
Dominic Ganley,SAM,Sam Houston State University,1,2022,False
Dowd Ritter,SAM,Sam Houston State University,1,2022,False
Drew Byers,SAM,Sam Houston State University,1,2022,False
Garrett Brown,SAM,Sam Houston State University,1,2022,False
Gene Hurst,SAM,Sam Houston State University,1,2022,False
Jacob Cravey,SAM,Sam Houston State University,1,2022,True
Jacob Newman,SAM,Sam Houston State University,1,2022,False
Jalon Long,SAM,Sam Houston State University,1,2022,True
Logan Jones,SAM,Sam Houston State University,1,2022,False
Mason McCormack,SAM,Sam Houston State University,1,2022,False
Michael Ross,SAM,Sam Houston State University,1,2022,True
Timmy Watkins,SAM,Sam Houston State University,1,2022,False
Will Lynch,SAM,Sam Houston State University,1,2022,False
Adam Shaffer,SBU,St. Bonaventure University,1,2022,False
Branden Myers,SBU,St. Bonaventure University,1,2022,False
Bryce Hediger,SBU,St. Bonaventure University,1,2022,True
Cody Shimp,SBU,St. Bonaventure University,1,2022,False
Danny Manion,SBU,St. Bonaventure University,1,2022,False
Gabe Watts,SBU,St. Bonaventure University,1,2022,False
Jack Putney,SBU,St. Bonaventure University,1,2022,False
Jackson DeJohn,SBU,St. Bonaventure University,1,2022,False
Jacob Yager,SBU,St. Bonaventure University,1,2022,False
Jagger Nucci,SBU,St. Bonaventure University,1,2022,False
Kyle Caringi,SBU,St. Bonaventure University,1,2022,True
Liam Devine,SBU,St. Bonaventure University,1,2022,True
Luke Roggenburk,SBU,St. Bonaventure University,1,2022,True
Rushil Bhat,SBU,St. Bonaventure University,1,2022,False
Ryan OConnell,SBU,St. Bonaventure University,1,2022,False
Thomas Furmanski,SBU,St. Bonaventure University,1,2022,False
Tripp Breen,SBU,St. Bonaventure University,1,2022,True
Aidan Hunter,SC,University of South Carolina,1,2022,True
Brett Thomas,SC,University of South Carolina,1,2022,False
CJ Weins,SC,University of South Carolina,1,2022,False
Cade Austin,SC,University of South Carolina,1,2022,True
Cam Tringali,SC,University of South Carolina,1,2022,False
Eli Jones,SC,University of South Carolina,1,2022,False
Jalen Vasquez,SC,University of South Carolina,1,2022,False
James Hicks,SC,University of South Carolina,1,2022,False
John Gilreath,SC,University of South Carolina,1,2022,True
Josiah Sightler,SC,University of South Carolina,1,2022,False
Matthew Becker,SC,University of South Carolina,1,2022,True
Michael Braswell,SC,University of South Carolina,1,2022,False
Michael Esposito,SC,University of South Carolina,1,2022,False
Noah Hall,SC,University of South Carolina,1,2022,True
Parker Coyne,SC,University of South Carolina,1,2022,False
Wesley Sweatt,SC,University of South Carolina,1,2022,False
Will Sanders,SC,University of South Carolina,1,2022,True
Alex Reelfs,SCU,Santa Clara University,1,2022,True
August Souza,SCU,Santa Clara University,1,2022,False
Blake Hammond,SCU,Santa Clara University,1,2022,False
Cade Pilchard,SCU,Santa Clara University,1,2022,False
Caden Connolly,SCU,Santa Clara University,1,2022,False
Cole Kitchen,SCU,Santa Clara University,1,2022,True
Drake Davis,SCU,Santa Clara University,1,2022,False
Ethan Heinrich,SCU,Santa Clara University,1,2022,False
Jake Putnam,SCU,Santa Clara University,1,2022,False
Jared Feikes,SCU,Santa Clara University,1,2022,True
Jeffrey Heinrich,SCU,Santa Clara University,1,2022,False
Julian Tristan,SCU,Santa Clara University,1,2022,False
Karthik Gondy,SCU,Santa Clara University,1,2022,False
Mike Villani,SCU,Santa Clara University,1,2022,False
Nick Sando,SCU,Santa Clara University,1,2022,True
Nico Stanley,SCU,Santa Clara University,1,2022,False
Nolan Lopez,SCU,Santa Clara University,1,2022,False
Skylar Hales,SCU,Santa Clara University,1,2022,True
Alex Clemons,SDST,South Dakota State University,1,2022,False
Blake Kunz,SDST,South Dakota State University,1,2022,False
Brady Hawkins,SDST,South Dakota State University,1,2022,False
Bret Barnett,SDST,South Dakota State University,1,2022,False
Carter Petron,SDST,South Dakota State University,1,2022,False
Cody Carlson,SDST,South Dakota State University,1,2022,True
Dane Toman,SDST,South Dakota State University,1,2022,False
Drew Beazley,SDST,South Dakota State University,1,2022,False
Jake Goble,SDST,South Dakota State University,1,2022,False
Joe Husak,SDST,South Dakota State University,1,2022,False
Jon Baker,SDST,South Dakota State University,1,2022,False
Jordan Sagedahl,SDST,South Dakota State University,1,2022,False
Nic McCay,SDST,South Dakota State University,1,2022,True
Owen Bishop,SDST,South Dakota State University,1,2022,True
Reece Arbogast,SDST,South Dakota State University,1,2022,False
Ryan Bourassa,SDST,South Dakota State University,1,2022,True
Avery Jones,SDSU,San Diego State University,1,2022,False
Brian Leonhardt,SDSU,San Diego State University,1,2022,False
Chris Canada,SDSU,San Diego State University,1,2022,False
Cole Carrigg,SDSU,San Diego State University,1,2022,False
Eldridge Armstrong III,SDSU,San Diego State University,1,2022,False
Hunter Cranton,SDSU,San Diego State University,1,2022,False
Hunter Hargett,SDSU,San Diego State University,1,2022,False
Jacob Flores,SDSU,San Diego State University,1,2022,True
Jadon Bercovich,SDSU,San Diego State University,1,2022,False
Jojo Ingrassia,SDSU,San Diego State University,1,2022,False
Jonny Guzman,SDSU,San Diego State University,1,2022,False
Julian Jackson,SDSU,San Diego State University,1,2022,False
Kelena Sauer,SDSU,San Diego State University,1,2022,False
Omar Serrano,SDSU,San Diego State University,1,2022,False
Ricky Tibbett,SDSU,San Diego State University,1,2022,False
Robert Brodell,SDSU,San Diego State University,1,2022,False
Ryan Faulks,SDSU,San Diego State University,1,2022,False
T.J. Fondtain,SDSU,San Diego State University,1,2022,True
Troy Melton,SDSU,San Diego State University,1,2022,True
Alex Jemal,SEA,Seattle University,1,2022,False
Alex McBee,SEA,Seattle University,1,2022,False
Blake Leaverton,SEA,Seattle University,1,2022,False
Brady Liddle,SEA,Seattle University,1,2022,True
Desmond Parisotto,SEA,Seattle University,1,2022,False
Ethan Brown,SEA,Seattle University,1,2022,False
Gabe Smith,SEA,Seattle University,1,2022,False
Grant Heiser,SEA,Seattle University,1,2022,False
